Text,Sentiment,Emotion
'Αν σε κανέναν δεν θυμίζει ιστορία φαντασίας αλλά αλήθειας ΕΧΕΙ ΔΙΚΙΟ',NEGATIVE,ANGER
'Το καμία μόνη είναι ένα ωραίο σύνθημα',POSITIVE,JOY
'Και κλάμα οι metoo που δεν είχαμε άλλη μια γυναικοκτονία για να ξεσπάσουν πάλι στο πληκτρολόγιο τους',NEGATIVE,ANGER
'Είδατε το πρόσωπο του?',NEGATIVE,SURPRISE
'Η κοπέλα που κατήγγειλε ότι την βίασαν έμαθε ότι τελικά δεν βιάστηκε αλλά ότι τα ήθελε και πως οι βιαστές της αφέθηκαν ελεύθεροι',NEGATIVE,ANGER
'Εσείς το ξέρατε ότι το να πιάσει κάποιος στα γενετικά δεν είναι σεξουαλική παρενόχληση',NEGATIVE,ANGER
'που μωρέ;',NEUTRAL,SURPRISE
'Η καημένη η γυναίκα',NEGATIVE,SADNESS
'Μπράβο στον Πατέρα',POSITIVE,JOY
'Αυτό λέει πολλά για την ποιότητα της δημοκρατίας μας',NEGATIVE,DISGUST
'και να δει τα βίντεο των γυναικών ομήρων που απελευθερώθηκαν για να μην καταπίνει τα ψέματα των σιωνιστών',NEGATIVE,ANGER
'ο Ψινάκης μίλαγε για συγκεκριμένο περιστατικό με την Συνατσάκη και όχι για όλο το metoo',NEUTRAL,NO-EMOTION
'Δεν έχει Metoo;',NEGATIVE,ANGER
'φέρνει εφάμιλλη αντίδραση (Ανδροκτονία)',NEGATIVE,ANGER
'Άλλη μια γυναικοκτονία και το αριστερό ΤL μούγκα στην στρούγκα',NEGATIVE,ANGER
'Κοίτα θράσος η ζαία αν την ακουμπούσε κάποιος άγνωστος έτσι θα άβαζε τιςς φωνές και θα ούρλιαζε',NEGATIVE,ANGER
'Άλλο πράγμα ανέφερε ο Ψινάκης άλλο κατάλαβε η Αναστασοπούλου και όχι απλά παρεξήγησε',NEUTRAL,SURPRISE
'Η έμφυλη βία βρίσκεται μερικές φορές πίσω από την ευτυχία των ζευγαριών που βλέπουμε στα media',NEGATIVE,SADNESS
'ήταν αυτή που ξεκίνησε και σήκωσε ψηλά όλο το κίνημα του ελληνικού MeToo',POSITIVE,JOY
'Ως εδώ',NEGATIVE,ANGER
'Μέχρι και ο Weinstein θα είναι ελεύθερος',NEGATIVE,DISGUST
'Meetoo βγείτε από τα λαγούμια σας…',NEGATIVE,ANGER
'Σε παρατάει συνέχεια σπίτι μόνο σου και όταν γυρνάει μεθυσμένος τα χαράματα σε ξυπνάει και σε δέρνει',NEGATIVE,SADNESS
'Είδατε πως χρησιμοποιούν το Metoo ως εργαλείο εκδίκησης και εκφοβισμού;',NEGATIVE,ANGER
'Άφωνο το metoo και οι λοιποί ανθρωπιστικοί σύλλογοι',NEGATIVE,ANGER
'Τώρα μούγκα οι metoo',NEGATIVE,ANGER
'Έφτασε η ώρα',NEUTRAL,NO-EMOTION
'Ελπίζω οι κύριες της αθηναϊκής TV και metoo να καταδικάσουν την σεξιστική επίθεση του Φωτάρα αύριο και την λεκτική επίθεση',NEGATIVE,ANGER
'Και μας μάραναν τα metoo και η γυναικεία αλληλεγγύη',NEGATIVE,ANGER
'Αυτό με απωθεί από το metoo ενώ ουσιαστικά είμαι με τα θύματα',NEGATIVE,DISGUST
'δεν ενδιαφέρονται καθόλου για τα θύματα που εκπροσωπεί το ίδιο το κίνημα',NEGATIVE,SADNESS
'ρε βλαμμένοι ρε ζώα του πεταματού και της αποχέτευσης η μάχη των 2 φύλων σταματάει στην εφηβεία',NEGATIVE,ANGER
'Και αυτοί το ίδιο',NEUTRAL,NO-EMOTION
'Την δέρνεις σε πάει στο MeToo',NEGATIVE,ANGER
'MeToo σούργελα του καπιταλισμού',NEGATIVE,ANGER
'Δεν είδα να μιλάτε για τον Γιώργο Λαμπάτο που τόλμησε να χαλάσει τη φήμη του Σεφερλή και κατέληξε σε ένα υπόγειο 15τ.μ.',NEGATIVE,ANGER
'Φεμινισμός και metoo:Ο καρκίνος της κοινωνίας',NEGATIVE,ANGER
'Πρεζομένος Πακιστανός πήγε να βιάσει γυναίκα και τα άπλυτα πατσαβούρια της αριστεράς είναι με τον βιαστή',NEGATIVE,ANGER
'Η μικρή αργοπορία οφείλεται στο ότι διασταύρωναν πληροφορίες μην τυχόν και ήταν έλληνας ο δράστης εκ της διευθύνσεως',NEGATIVE,DISGUST
'Είμαι σίγουρος ότι είναι MeToo και αυτή',NEGATIVE,DISGUST
'ΝΔ όμως υποψιάζομαι ότι μιας και έφερε το νόμο όλο και κάτι θα πάρει',NEGATIVE,ANGER
'Κυρίες μου να επιλέγετε λοιπόν Κασσελάκηδες στο εξής',NEGATIVE,ANGER
'Ήταν οι εποχές MeToo για την αμερικάνικη πρεσβεία έχουμε συμβατική υποχρέωση ολικού πιθικισμού',NEGATIVE,ANGER
'Ότι τις συμφέρει είναι όλες αυτές',NEGATIVE,ANGER
'Αυτούς υποστηρίζετε εσείς και το MeToo που δεν έβγαλαν ούτε μια λέξη για τους βιασμούς που δέχθηκαν οι Ισραηλινές άμαχες πριν πέσουν νεκρές και όσο βρίσκονταν σε ομηρία σύμφωνα με τον ΟΗΕ',NEGATIVE,ANGER
'για οτιδήποτε άλλο ντουγρού στη μαμάκα σας να σας ξανά γαλουχήσει',NEGATIVE,ANGER
'Η άλλη βίαζε 11χρονο παιδί μέχρι και λίγους μήνες πρίν παντρευτεί',NEGATIVE,DISGUST
ζούμε στη χώρα που το τσιράκι της κυβέρνησης Λιγνάδης παιδοβιαστής όχι μόνο είναι έξω αλλά έχει τηλεοπτικό βήμα να κάνει πολιτικές δηλώσεις',NEGATIVE,ANGER
'Αναρτούν τα πρεζοπρόβατα με καμάρι φωτογραφία του βουτυρομπεμπέ που επιτέθηκε στην Φουρέιρα και κάνουν και πλακίτσα από κάτω με το γεγονός',NEGATIVE,DISGUST
'είμαστε με τον άνθρωπο ή όχι?',NEGATIVE,ANGER
'Να μεγαλώνεις το παιδί σου και να προσπαθήσει στην αρχή της εφηβείας του να το καταστρέψει για πάντα ένα μαλακισμένο από το πουθενα',NEGATIVE,ANGER
'Το έχουν ξεφτιλίσει',NEGATIVE,DISGUST
'η Ελένη μαχήτρια για το metoo όταν είπε «ΜΙΑ ΓΥΝΑΙΚΑ ΣΕ ΚΑΘΕ ΕΠΑΓΓΕΛΜΑΤΙΚΟ ΜΠΟΡΕΙ ΝΑ ΠΕΣΕΙ ΘΥΜΑ ΠΑΡΕΝΟΧΛΗΣΗΣ ΟΧΙ ΜΟΝΟ ΣΕ ΜΠΑΡ»',POSITIVE,JOY
'οπότε για εμένα όλο αυτό είναι fake',NEGATIVE,DISGUST
'Ακόμα και ο χαρακτηρισμός είναι γένους αρσενικού',NEGATIVE,ANGER
'πόσα θα μπουκώσετε ακόμα υποκριτούλες;',NEGATIVE,ANGER
'Πήρε τελεσίγραφο και από την ολυμπιονίκη Σοφία Μπεκατώρου που μετά την εξομολόγησή της για τον βιασμό που υπέστη ξεκίνησε το metoo',NEGATIVE,SADNESS
ωιμέ😂😂,POSITIVE,JOY
'Μόνο ντροπή για αυτές τις απόψεις',NEGATIVE,DISGUST
'βγές και κάνε καταγγελία είναι της μόδας τώρα στον στίβο',NEGATIVE,ANGER
'Ακριβώς κατά τα άλλα οι φεμιναζι και οι MeToo μας πρήζουν τα αρχίδια για πατριαρχία',NEGATIVE,ANGER
'Ζήτω το BCL',POSITIVE,JOY
'Έχουν κακοποιηθεί/δολοφονηθεί τόσες γυναίκες από άντρες που δεν σεβάστηκαν και έκαναν το αντίθετο από το όχι αυτών των γυναικών το φύγε και το δεν θέλω',NEGATIVE,ANGER
'Δε μπορείς να το δεχτείς γιατί δεν εννοείς ούτε εσύ ούτε και άλλοι να καταλάβετε ότι ο λόγος που τα θύματα αρνούνται αρχικά τη βοήθεια δεν είναι από μαζοχισμό',NEGATIVE,ANGER
'θα λέγατε ότι η δημοσιογραφία στην Ελλάδα είναι υπό διωγμό',NEGATIVE,ANGER
'Τι να πει κανείς για αυτό τον καμμένο άνθρωπο',NEGATIVE,DISGUST
'Δεν διαφωνώ κάτι σαν το metoo που όταν ο θύτης είναι λαθρομετανάστης βγάζει σύσσωμο τον σκασμό',NEGATIVE,ANGER
'κάτι χαμένα ασυνόδευτα προσφυγόπουλα',NEGATIVE,SADNESS
'Καλημέρα θα λέμε και η απάντηση θα είναι βιαστής ή κακοποιητης?',NEGATIVE,ANGER
'Σπέκουλα κάνουν για να έχουν ανεξέλεγκτη πολιτική και κοινωνική επιρροή όπως στις ΗΠΑ',NEGATIVE,DISGUST
'οι προωθητες του MeToo δηλαδή η πλουτοκρατία που εξουσιάζει τη Δύση αυτή τη στιγμή έχει τη μορφή της διεθνιστικής πλουτοκρατίας',NEGATIVE,DISGUST
'μου έλειψε',NEGATIVE,SADNESS
'Στο σπίτι με τους μουσουλμάνους',NEUTRAL,NO-EMOTION
'Αμφισβητούνται τα πάντα',NEUTRAL,SURPRISE
'Εάν της έβγαζαν με το ζόρι την μαντήλα τότε θα εμφανιζόταν το MeToo',NEGATIVE,ANGER
'H Αναστασοπούλου ανακατεύτηκε σε ένα θέμα που δεν την αφορούσε',NEGATIVE,ANGER
'Η πρώτη Ολυμπιάδα όπου άνδρες ρίχνουν ξύλο σε γυναίκες και παίρνουν για αυτό μετάλλια',NEGATIVE,ANGER
'Είπε ο σιχαμένος μισογύνης που δεν έχουν κατεβάσει ακόμα το μπλογκ του για τον τρόπο που γράφει για τις γυναίκες',NEGATIVE,DISGUST
Λείπεις,NEGATIVE,SADNESS
🤭🤭🤭,POSITIVE,JOY
'Έξω οι φασίστες από την χώρα μας',NEGATIVE,ANGER
'Έτσι είναι ο χαρακτήρας τους',NEGATIVE,DISGUST
'Είναι εμπορευματοποίηση της γυναικείας φύσης',NEGATIVE,DISGUST
'ούτε ανακοίνωση δεν βγήκε',NEGATIVE,SURPRISE
'Δεν ντρεπόμαστε λέω εγώ',NEGATIVE,DISGUST
'Φαίνεται ότι υπάρχει αναφορά ότι υπουργός της κυβέρνησης ασκούσε βία σε ερωτικό σύντροφο και δεν έχει γίνει καμία αναφορά υπέρ του φερόμενου θύματος από τα γνωστά λουμπεναριά του metoo',NEGATIVE,ANGER
'με την Πηνελόπη και με όλες τις γυναίκες που τολμάνε να μιλήσουν',POSITIVE,JOY
'Μωρέ μαλάκες ευνουχισμό θέλετε σιχάματα παιδεραστές',NEGATIVE,DISGUST
'το οποίο έχει μετατρέψει την καταγγελία σε αυτόματη καταδίκη από το δικαστήριο του πεζοδρομίου που τυχαίως βασιλεύει η αριστερά',NEGATIVE,ANGER
'Είσαι ο Νο 1 insider του Ελληνικού τουίτα',POSITIVE,JOY
'Για αυτό και τα ψευτοκινήματα του metoo έχουν ήδη χρεωκοπήσει',NEGATIVE,ANGER
'MeToo 👎',NEGATIVE,DISGUST
'Είπε η αϊ και ύψωσε την γροθιά της για τα δικαιώματα των γυναικών',POSITIVE,JOY
'Μη φανταστείτε τίποτα κυκλώματα με μπράβους που εκβιάζουν ανθρώπους που το χρησιμοποιούν για να συκοφαντούν και να καταστρέφουν τους αντιπάλους τους ή να απειλούν με οικονομικό όφελος και φήμη',NEGATIVE,DISGUST
