Text,Sentiment,Emotion
'βαρετές μακροσκελείς ευλαβικές βιογραφίες («Oppenheimer» και «Maestro»)· και την ωμή προπαγάνδα της ταινίας «Barbie»',NEGATIVE,DISGUST
Στο σημερινό θέμα θα ήθελα πιο πολύ να δω τις απαντήσεις των μαθητών μαθητριών πάνω στο θέμα και την τεκμηρίωση τους',NEUTRAL,NO-EMOTION
'Διαλέγει μόνο τους βιασμούς',NEGATIVE,DISGUST
'Μόνο ότι τους βολεύει',NEGATIVE,ANGER
'Μερικές μέσα σε τέτοιες άρρωστες σχέσεις  ικανοποιούν τα ψυχιατρικά τους προβληματα τα κόμπλεξ και βίτσια τους',NEGATIVE,SADNESS
'αλλά κοίτα πως είναι η αγαπημένη όλων των ευαίσθητων παρουσιαστριών',NEGATIVE,ANGER
'Αλλά ότι έχει ο κάθε ένας',NEUTRAL,NO-EMOTION
'ας συνεχίσουν έτσι δικό τους πρόβλημα',NEGATIVE,ANGER
'20 ονόματα βιαστών έδωσε η 12χρονη στον Κολωνό',NEGATIVE,ANGER
'και έχει πει τουλάχιστον δέκα με δεκαπέντε φορές ότι έχει μετανιώσει για αυτό σε «ανύποπτο» χρόνο',NEGATIVE,SADNESS
'Τις γυναίκες μας τις θέλουμε ελεύθερες',POSITIVE,JOY
'Ναι δεν ήταν μεθυσμένος και δεν ήξερε τι έκανε όπως ισχυρίζεται',NEGATIVE,ANGER
'Αυτή είναι θέση της γυναίκας στο Iσλάμ',NEGATIVE,ANGER
'ΠΟΥ ΕΙΝΑΙ ΟΙ ΜETOO ΡΕ',NEGATIVE,ANGER
'Δύσκολη στιγμή δεν ήταν για τον Φιλιππίδη αλλά για τις κοπέλες που αποπειράθηκε να βιάσει',NEGATIVE,ANGER
'Κλιματική αλλαγήφωτιέςσεισμοίκακοκαιρίες ακρίβειαcovid',NEGATIVE,FEAR
'Κατά της βίας των γυναικών αλλά οι MeToo πετάνε χαρταετό εδώ και ενάμιση σχεδόν μήνα ',NEGATIVE,ANGER
'Ντροπή της που δεν μπήκε στο Twitter να ακούσει τον Βαγγέλη από το Χαλάνδρι που έλεγε ένοχος ',NEGATIVE,ANGER
'Όπως το 1+1=2',NEUTRAL,NO-EMOTION
'«Κάποια Μίλησε»: Η Μαρία Σρέιντερ σκηνοθετεί τις Κάρεϊ Μάλιγκαν και Ζόι Καζάν σε μία ταινία αφιερωμένη στις δύο σπουδαίες γυναίκες ρεπόρτερ των New York Times που με ένα ιστορικό πλέον ρεπορτάζ γέννησαν το κίνημα του Metoo αλλάζοντας για πάντα την κοινωνία',POSITIVE,JOY
'Δεν πιάνει το πατριαρχία κλπ εδώ its a cultural thing το gangbang οπότε μουγκα πάλι',NEGATIVE,ANGER
'Στην καρδιά της πόλης',POSITIVE,JOY
'Σε ποια άλλη χώρα αποτελεί είδηση το αν ο Χ ή ο Ψ εκβιαστής βιαστής ή παιδοβιαστής που κυκλοφορεί εκεί έξω ελεύθερος',NEGATIVE,ANGER
'Αν το καταλαβαίνω σωστά η υπόθεση βγαίνει από το αρχείο και μέσω ευρωπαϊκού δικαστηρίου θα πάει δικαστικά',NEUTRAL,NO-EMOTION
'αλλά έναν ομοφυλόφιλο (Λιγνάδης)',NEGATIVE,ANGER
'δεν νοιάζεστε ποτέ για τις δολοφονημένες',NEGATIVE,ANGER
'Α ρε τριτοτέταρτη που πανυγηρίζεις με ξένα κόλλυβα',NEGATIVE,ANGER
'Πρέπει να μιλήσουμε σοβαρά για την τοξική θηλυπρέπεια και πως οι οικογένειες μεγαλώνουν τις θυγατέρες τους',NEGATIVE,ANGER
'Ο Φεμινισμός',NEUTRAL,NO-EMOTION
'Επειδή κουράσατε',NEGATIVE,ANGER
'Η κάθε μουρλή νόμιζε πως μπορεί να πετάει λάσπη επειδή ήταν της μόδας',NEGATIVE,ANGER
'θέλουν να ζουν ευτυχισμένες',POSITIVE,JOY
'Τη φράση θα παρακαλάς να σε πιάσουν επειδή σε ξέρουμε δεν την είδα για κανένα θύμα του Λιγνάδη και του Μίχου',NEGATIVE,ANGER
Το ότι σε γενικές γραμμές η λέξη αντροπαρέα σηματοδοτεί κανονικότητα σεξιστικών αστείων και συμπεριφορών είναι κάτι που θα πρέπει να προβληματίσει τους άντρες και να το λύσουν το θέμα τους',NEGATIVE,DISGUST
'Όμως άλλαξα γνώμη',NEUTRAL,NO-EMOTION
'Αυτοί με πατερίτσες άλλοτε το βυζί της μαμάς άλλοτε τους μπάτσους δικηγόρους πολιτικά μέσα και Τατιάνες',NEGATIVE,ANGER
'Πανέμορφη κοπέλα',POSITIVE,JOY
'την Πολωνέζα θα την αποκαλούσαν πουτάνα αν την σκότωνε κάποιο ναζίδι',NEGATIVE,ANGER
'Μια κοπέλα έχει δολοφονηθεί και εσύ μπλέκεις τα κόμματα με το κίνημα MeToo και δεν ξέρω και εγώ τι άλλο',NEGATIVE,ANGER
'Όλα χαλαρά περνάνε',NEGATIVE,ANGER
'Tον έδιωξαν από τη Metropolitan Opera Νέας Υόρκης',NEUTRAL,SURPRISE
'Και μετά για να βγει το επόμενο 13ωρο κάποιοι (συνήθως γυναίκες και παιδιά) θα γίνουν σάκοι του μπόξ στο σπίτι ψυχολογικά ή κυριολεκτικά',NEGATIVE,ANGER
Όχι,NEUTRAL,?
'Συγγνώμη οι συνάδελφοί της τι έκαναν;',NEGATIVE,ANGER
'Ούτε γιατί ξεπλένει την ομοφοβική νυφίτσα Αυτιά',NEGATIVE,ANGER
'Επίσης θα ήθελα να ακούσω και τοποθέτηση του metoo κινήματος και διαφόρων άλλων αλληλέγγυων',NEUTRAL,NO-EMOTION
'Το ότι πια βγαίνουν όλα στο φως είναι νίκη του κινήματος metoo και του φεμινισμού εν γενεί',POSITIVE,JOY
'Ευαισθητούληδες αναλόγως το θύμα και τον θύτη',NEGATIVE,DISGUST
'Κρύβε λόγια',NEGATIVE,ANGER
'φαίνεται περίεργο που 3 χρόνια δε μίλησε',NEGATIVE,SURPRISE
'Ποιος να νοιαστεί το metoo?',NEGATIVE,ANGER
'Λίγο υποκριτικό δεν νομιζετε?',NEGATIVE,DISGUST
'κολλάει ο χειρισμός από τον θύτη',NEGATIVE,ANGER
'Έχουμε πολύ δρόμο μπροστά μας',NEGATIVE,SADNESS
'Τριήμερο εθνικό πένθος εδώ δεν έχει που έγινε και σε ελληνικό έδαφος',NEGATIVE,ANGER
'Καλώ σε έκτακτο διοικητικό συμβούλιο τους Thundercats',POSITIVE,JOY
'Αναμένουμε τους εκπροσώπους του MeToo να τοποθετηθούν για την/τις υπόθεση/σεις Γεωργούλη',NEGATIVE,ANGER
'Ε δεν ήταν και αριστερή για να υπάρξει MeToo και αριστερές συλλογικότητες της συμφοράς',NEGATIVE,ANGER
'εγώ βγήκα να το πω δημόσια στα πλαίσια του metoo ότι δηλαδή και εγώ κακοποίησα ',NEGATIVE,SADNESS
'συγνώμη τώρα αλλά θα έβαζες τη γυναίκα σου ρε Ισίδωρε αγκαλιά με ένα βρωμίλο μόνο και μόνο για ψηφαλάκια',NEGATIVE,DISGUST
'η πατριαρχία συνεχίζει να σκοτώνει',NEGATIVE,ANGER
'τι όχι?',NEUTRAL,SURPRISE
'Δεν είναι ρατσισμός',NEGATIVE,ANGER
'Για την καταγγελία της Τζεφ Μοντάνα ότι δέχθηκε ανήθικη πρόταση με χρηματισμό από Υπουργό της Νέας Δημοκρατίας θα πείτε;',NEGATIVE,ANGER
Εμμμ,NEUTRAL,NO-EMOTION
'Έλα μωρέ',NEGATIVE,ANGER
'Εν τω μεταξύ σε μερικούς μήνες κάποια από τα ζώα που συμμετέχουν στο λιθοβολισμό θα είναι στα 🇪🇺 σύνορα ως κατατρεγμένες μωρομάνες να ζητούν άσυλο',NEGATIVE,ANGER
'Πρόκειται για ένα ακόμα περιστατικό τραμπούκικης συμπεριφοράς',NEGATIVE,ANGER
'Οι γυναίκες μετά κατηγορούνται ότι δεν είναι ικανές για να παραγάγουν γνώση και να διδάξουν σε πανεπιστήμιο',NEGATIVE,ANGER
'Το Metoo και τα κινήματα δεν είναι επάγγελμα όπως είπε ο Δημητρακόπουλος',NEGATIVE,ANGER
'Με το κίνημα MeToo ή είσαι ή δεν είσαι',NEGATIVE,ANGER
'Πρέπει να τιμωρούνται ΟΛΟΙ οι φονιάδες ανεξαρτήτως ποιοι είναι',NEGATIVE,ANGER
'αφού δεν τις αγγίζει όλα καλά',NEGATIVE,ANGER
'τι σκατά συμβαίνει πουθενά δεν μπορούμε να είμαστε ασφαλείς;',NEGATIVE,FEAR
'Φτάνει κάπου',NEGATIVE,ANGER
'Δεν νοείται αυτή η ψυχολογία μισό χρόνο μετά και να μην λέει τίποτα',NEGATIVE,ANGER
'Έπιασαν τον δράκο των Εξαρχείων',POSITIVE,JOY
Αλλά αυτή η υποκρισια λογοκρισία του metoo  που ακολουθεί το άλογο κοπάδι των social είναι απλά το φαίνεσθαι',NEGATIVE,ANGER
'Τώρα οι ίδιες μπερδεύουν εθνικά σύμβολα με τη βία και στο τέλος θα μηδενίσουν και τη γυναικοκτονία',NEGATIVE,ANGER
'Μωρέ μαλάκες τι κάνετε;',NEGATIVE,ANGER
'Αν είσαι ευκατάστατη γυναίκα παίρνεις ωάριο από άλλη γυναίκα',NEGATIVE,ANGER
'Είσαι από αυτές που έχει επιλεκτική ευαισθησία αναλόγως με την κομματική ταυτότητα του θύτη',NEGATIVE,DISGUST
'Πολύ σωστό αυτό που γράφεις',POSITIVE,JOY
'Δεν ξέρω αυτό που αν δεν είσαι γυναίκα δεν μπορείς να έχεις άποψη για γυναικεία θέματα',NEGATIVE,ANGER
'αλλά δεν το αναφέρουν για διάφορους λόγους',NEGATIVE,SADNESS
'Έχουν μάθει από παιδιά να έχουν στόχο τον πρωταθλητισμό μεγαλώνοντας ανταγωνιστικά και υπάκουα από το σπίτι',NEGATIVE,ANGER
'Το Metoo δεν ισχύει για τις γυναίκες και τα παιδιά από το Ισραήλ',NEGATIVE,ANGER
'Που είστε ρε κορίτσια;',NEUTRAL,SURPRISE
'Οργίζομαι αφάνταστα με τα καθίκια και σκέφτομαι όσα πέρασε αυτό το παιδί από τα 11 μέχρι τα 15',NEGATIVE,ANGER
'τύπου μα εγώ τα έλεγα',NEGATIVE,ANGER
'Διαβάζουμε και κρατάμε σημειώσεις',NEUTRAL,NO-EMOTION
'Ζυγίζουν την κοινωνία οι παιδεραστές και ύστερα ζητούν δημόσια συγνώμη',NEGATIVE,ANGER
'Μάλιστα ο αρθρογράφος πολύ σωστά συνδέει την άυξηση των καταγγελιών με το κίνημα Metoo',NEGATIVE,SADNESS
'Δηλαδή να μπαίνουν στη φυλακή και να μην ξαναβγούν ποτέ',NEGATIVE,ANGER
'Συνειδητοποιείτε πόσο άρρωστο είναι αυτό και πόσο κρίμα για αυτόν τον πατέρα που παλεύει για το καλύτερο της κόρης του και αυτή των μαχαιρώνει πισώπλατα για έναν τελειωμένο;',NEGATIVE,DISGUST
'Εμ βέβαια όλοι οι βιαστές οι παιδεραστές οι κλέφτες οι δολοφόνοι οι ναρκέμποροι και οι λαθρέμποροι την ψιλοβγάζουν καθαρή στην Ελλάδα',NEGATIVE,ANGER
